eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.4571519	-100.0	-0.2711327	-100.0	-0.32684168	-100.0	-100.0	-0.4223741	-0.828018	-100.0	-0.3101795	-100.0	-0.47934955	-100.0	-0.4978529	-100.0	-0.6625977	-100	-0.45324653	-100.0	-0.3495228	-100.0	-0.5267762	-100	-100.0	-0.41389975	-0.37738955	-100.0	-0.64722437	-100.0	-0.3870996	-100.0	-0.65527207	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.35766652	-100.0	-0.40781724	-100.0	-0.52937967	-100.0	-0.5201292	-100.0	-0.70771885	-100.0	-0.20815238	-100.0	-0.20132355	-100.0	-0.28344467	-100.0	-0.51054466	-100	-0.3288134	-100.0	-0.2129385	-100.0	-0.38747573	-100	-0.3702652	-100.0	-0.24417259	-100.0	-0.21823736	-100.0	-100.0	-0.42322266	-0.50153995	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.31959605	-100.0	-0.3933976	-100.0	-0.32032958	-100.0	-0.49211127	-100.0	-0.32766584	-100.0	-0.23470499	-100.0	-0.32125735	-100.0	-0.35635975	-100.0	-0.49484652	-100	-0.28626412	-100.0	-0.47479033	-100.0	-0.24265902	-100	-0.30126873	-100.0	-0.26448208	-100.0	-0.3305898	-100.0	-0.34408122	-100.0	-0.44825318	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.25793922	-100.0	-0.6812472	-100.0	-0.3648483	-100.0	-0.32149038	-100.0	-0.38685393	-100.0	-0.20806572	-100.0	-0.25022793	-100.0	-0.4485972	-100.0	-0.36641163	-100	-0.61965144	-100.0	-0.36598083	-100.0	-0.19060671	-100	-0.30863404	-100.0	-0.3421142	-100.0	-0.18879423	-100.0	-0.18135121	-100.0	-0.2519466	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.33568257	-100.0	-0.35389274	-100.0	-0.3546508	-100.0	-0.3903858	-100.0	-0.37552795	-100.0	-0.29745105	-100.0	-0.22864994	-100.0	-0.23865737	-100.0	-0.6781783	-100	-0.33454764	-100.0	-0.33444405	-100.0	-0.2536578	-100	-0.3256401	-100.0	-0.35628992	-100.0	-0.2591817	-100.0	-0.1963929	-100.0	-0.29409072	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.2982	-100.0	-0.23328811	-100.0	-0.53427833	-100.0	-0.7174487	-100.0	-0.611068	-100.0	-0.3076502	-100.0	-0.33839563	-100.0	-0.20735401	-100.0	-0.63415384	-100	-0.24299361	-100.0	-0.25549003	-100.0	-0.22234565	-100	-0.24330905	-100.0	-0.36951265	-100.0	-0.21343763	-100.0	-0.43034846	-100.0	-0.7697605	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.48898068	-100.0	-0.30665526	-100.0	-0.28717804	-100.0	-0.23996173	-100.0	-0.38232347	-100.0	-0.23256966	-100.0	-0.2688748	-100.0	-0.16887769	-100.0	-0.3209102	-100	-0.34744406	-100.0	-0.25346386	-100.0	-0.19838116	-100	-0.18897113	-100.0	-0.20557708	-100.0	-0.20957537	-100.0	-0.25815657	-100.0	-0.22038141	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.35499153	-100.0	-0.24381094	-100.0	-0.48214763	-100.0	-0.27879876	-100.0	-0.33022854	-100.0	-0.35564214	-100.0	-0.22342838	-100.0	-0.30100137	-100.0	-0.35154277	-100	-0.28656992	-100.0	-0.34690535	-100.0	-0.34728837	-100	-0.2845575	-100.0	-0.19350204	-100.0	-0.1750062	-100.0	-0.8433139	-100.0	-0.454544	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.24420188	-100.0	-0.22201858	-100.0	-0.21625078	-100.0	-0.2528419	-100.0	-0.27990878	-100.0	-0.20115341	-100.0	-0.29912916	-100.0	-0.29779088	-100.0	-0.21073186	-100	-0.23104358	-100.0	-0.2910325	-100.0	-0.19713655	-100	-0.34679148	-100.0	-0.22675148	-100.0	-0.32410422	-100.0	-0.5442572	-100.0	-0.1581198	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.60826313	-100.0	-100.0	-0.5110641	-0.33846748	-100.0	-100.0	-0.31951737	-100.0	-0.30025515	-100.0	-0.30708307	-100.0	-0.35653076	-100.0	-0.34258008	-0.49533606	-100	-0.80762666	-100.0	-100.0	-0.30316705	-0.7734358	-100	-100.0	-0.46606013	-100.0	-0.22441258	-100.0	-0.48383945	-0.5635396	-100.0	-100.0	-0.8059011
