eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.24790536	-100.0	-0.43221617	-100.0	-0.32513958	-100.0	-0.35135296	-100.0	-100.0	-0.43925333	-0.5873111	-100.0	-0.2903813	-100.0	-0.868114	-100.0	-0.30453876	-100.0	-0.21195716	-100.0	-0.26586843	-100.0	-0.32558858	-100.0	-0.40829474	-100.0	-0.23719516	-100.0	-0.4237849	-100.0	-0.39443508	-100.0	-0.36200842	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.16318242	-100.0	-0.75438	-100.0	-0.34944376	-100.0	-0.65443665	-100.0	-0.46915156	-100.0	-0.38612276	-100.0	-0.24316742	-100.0	-0.38268346	-100.0	-0.67949647	-100.0	-0.18065588	-100.0	-0.18674645	-100.0	-0.45512074	-100.0	-0.2513819	-100.0	-0.34577352	-100.0	-0.26698768	-100.0	-0.16108537	-100.0	-0.35167035	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19944206	-100.0	-0.44839522	-100.0	-0.32322496	-100.0	-0.25460058	-100.0	-0.27256125	-100.0	-0.23763818	-100.0	-0.200885	-100.0	-0.32488292	-100.0	-0.17241779	-100.0	-0.20666355	-100.0	-0.25164357	-100.0	-0.2886359	-100.0	-0.1967365	-100.0	-0.28157672	-100.0	-0.2372686	-100.0	-0.24726176	-100.0	-0.23544528	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.21697283	-100.0	-0.24231689	-100.0	-0.31355003	-100.0	-0.24010909	-100.0	-0.35556215	-100.0	-0.29747993	-100.0	-0.23652618	-100.0	-0.27080852	-100.0	-0.20020692	-100.0	-0.3021992	-100.0	-0.32382017	-100.0	-0.25109494	-100.0	-0.17960733	-100.0	-0.24739441	-100.0	-0.18549575	-100.0	-0.27285045	-100.0	-0.2199247	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.24462238	-100.0	-0.34467158	-100.0	-0.26940137	-100.0	-0.24131884	-100.0	-0.44438273	-100.0	-0.3506295	-100.0	-0.24478835	-100.0	-0.21966296	-100.0	-0.30976656	-100.0	-0.25367215	-100.0	-0.2008136	-100.0	-0.25882253	-100.0	-0.19455776	-100.0	-0.2443864	-100.0	-0.20124678	-100.0	-0.35819733	-100.0	-0.23993489	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.26688936	-100.0	-0.30065447	-100.0	-0.30372065	-100.0	-0.33117607	-100.0	-0.34184378	-100.0	-0.2732867	-100.0	-0.29471472	-100.0	-0.36064395	-100.0	-0.42012033	-100.0	-0.24383153	-100.0	-0.2661824	-100.0	-0.2972246	-100.0	-0.51393425	-100.0	-0.3945114	-100.0	-0.24705563	-100.0	-0.19046356	-100.0	-0.41076687	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.19221994	-100.0	-0.34995475	-100.0	-0.31454247	-100.0	-0.21788192	-100.0	-0.3439172	-100.0	-0.19465812	-100.0	-0.20501617	-100.0	-0.24048793	-100.0	-0.45138612	-100.0	-0.24550718	-100.0	-0.29244974	-100.0	-0.24492776	-100.0	-0.57068306	-100.0	-0.170228	-100.0	-0.5405003	-100.0	-0.24240598	-100.0	-0.4251705	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.219101	-100.0	-0.3005399	-100.0	-0.2467828	-100.0	-0.34441105	-100.0	-0.44540593	-100.0	-0.3156268	-100.0	-0.26345977	-100.0	-0.18236983	-100.0	-0.35641643	-100.0	-0.23682304	-100.0	-0.27225563	-100.0	-0.33435053	-100.0	-0.26679307	-100.0	-0.1999269	-100.0	-0.22109485	-100.0	-0.4406374	-100.0	-100.0	-0.82836217
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.28887138	-100.0	-0.2602383	-100.0	-0.33339489	-100.0	-0.3816999	-100.0	-0.16687402	-100.0	-0.4140638	-100.0	-0.22251973	-100.0	-0.34056532	-100.0	-0.5689001	-100.0	-0.24051984	-100.0	-0.25751078	-100.0	-0.26576704	-100.0	-0.1723845	-100.0	-0.20914358	-100.0	-0.19248834	-100.0	-0.26523927	-100.0	-0.3167038	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.58056927	-100.0	-100.0	-0.7309537	-100.0	-0.759943	-100.0	-0.3714963	-100.0	-0.26473057	-100.0	-0.55788696	-0.77469885	-100.0	-100.0	-0.8520817	-0.30500272	-100.0	-0.66501683	-100.0	-100.0	-0.48755142	-0.6964543	-100.0	-100.0	-0.8645405	-100.0	-0.30032676	-0.3253232	-100.0	-0.5522198	-100.0	-100.0	-0.24213812
