prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.1264495	-100	-0.41913083	-100.0	-0.5481821	-100.0	-0.12097927	-100.0	-0.78651416	-100.0	-0.45404175	-100.0	-0.5928022	-100	-0.5392227	-100	-0.76987183	-100	-0.19892149	-100	-0.4487196	-100.0	-0.25258902	-100	-0.34074122	-100	-0.2670908	-100.0	-0.6538066	-100	-0.17648497	-100	-0.46475273	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.1426438	-100	-0.25194597	-100.0	-0.39835185	-100.0	-0.25722665	-100.0	-0.22047783	-100.0	-0.21223024	-100.0	-0.14821094	-100	-0.16020952	-100	-0.20508832	-100	-0.14339988	-100	-0.36156952	-100.0	-0.21642956	-100	-0.1915399	-100	-0.39206865	-100.0	-0.13593823	-100	-0.2197139	-100	-0.47958866	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13629186	-100	-0.14660634	-100.0	-0.17409632	-100.0	-0.3562557	-100.0	-0.1862141	-100.0	-1.0795518	-100.0	-0.21603133	-100	-0.3255064	-100	-0.14844835	-100	-0.16669668	-100	-0.2274056	-100.0	-0.16209175	-100	-0.15861037	-100	-0.2666463	-100.0	-0.13733369	-100	-0.34609136	-100	-0.21044718	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.12871636	-100	-0.1497048	-100.0	-0.16918486	-100.0	-0.2640601	-100.0	-0.17553084	-100.0	-0.4035024	-100.0	-0.12360151	-100	-0.1875466	-100	-0.38060707	-100	-0.17882058	-100	-0.24696682	-100.0	-0.1657999	-100	-0.29350615	-100	-0.29217342	-100.0	-0.14346442	-100	-0.12014721	-100	-0.19046588	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20893364	-100	-0.3269406	-100.0	-0.19821545	-100.0	-0.41333568	-100.0	-0.30886865	-100.0	-0.23475829	-100.0	-0.06932888	-100	-0.1602394	-100	-0.4053954	-100	-0.26069176	-100	-0.6699286	-100.0	-0.21549283	-100	-0.22037531	-100	-0.25888315	-100.0	-0.14609237	-100	-0.13458914	-100	-0.47011882	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13411231	-100	-0.16019882	-100.0	-0.27267665	-100.0	-0.21910961	-100.0	-0.26463556	-100.0	-0.16657326	-100.0	-0.14154808	-100	-0.40834057	-100	-0.22259769	-100	-0.10748517	-100	-0.18317951	-100.0	-0.1480769	-100	-0.22082469	-100	-0.2422582	-100.0	-0.2552772	-100	-0.16253953	-100	-0.18718356	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.103960186	-100	-0.38337535	-100.0	-0.14950521	-100.0	-0.21233092	-100.0	-0.29129198	-100.0	-0.5115787	-100.0	-0.16911985	-100	-0.31652954	-100	-0.29147315	-100	-0.14711049	-100	-0.2871909	-100.0	-0.14959522	-100	-0.40276775	-100	-0.10774741	-100.0	-0.13983142	-100	-0.07615113	-100	-0.122340195	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3966861	-100	-0.23847018	-100.0	-0.12279377	-100.0	-0.20053369	-100.0	-0.87374496	-100.0	-0.90098614	-100.0	-0.21134156	-100	-1.356023	-100	-0.44897652	-100	-0.2952644	-100	-1.0104438	-100.0	-0.29764774	-100	-0.18264061	-100	-0.34223843	-100.0	-0.18639506	-100	-0.73385334	-100	-0.23588887	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.14670345	-100	-0.23654664	-100.0	-0.1657923	-100.0	-0.3181135	-100.0	-0.4988134	-100.0	-0.7157304	-100.0	-0.21638013	-100	-0.37410626	-100	-0.17178902	-100	-0.18004277	-100	-0.8640569	-100.0	-0.19558726	-100	-0.33749083	-100	-0.46714258	-100.0	-0.18612781	-100	-0.24594933	-100	-0.4231706	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.23242812	-100	-0.2257852	-100.0	-0.30872744	-100.0	-0.4100389	-100.0	-100.0	-0.1980081	-0.31661886	-100.0	-0.15946396	-100	-0.36057097	-100	-0.16188352	-100	-0.2659509	-100	-0.23958385	-100.0	-0.47625273	-100	-0.26945794	-100	-100.0	-0.8208187	-0.20497797	-100	-0.2115252	-100	-0.35950145	-100
