prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.4321169	-100	-0.8178531	-100	-0.33184424	-100	-0.27435762	-100	-100	-0.33235112	-0.24118258	-100	-0.22516735	-100	-100	-0.74917203	-0.47678673	-100	-100	-0.5694667	-0.2356466	-100	-0.569634	-100	-0.49083716	-100	-100	-0.5263567	-0.2051113	-100	-0.84231526	-100	-100	-0.44993317
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.20929691	-100	-0.23191358	-100	-0.2648196	-100	-0.3554636	-100	-100	-0.7260001	-0.17489514	-100	-0.29247108	-100	-0.21078807	-100	-0.42946523	-100	-0.16816215	-100	-0.22485541	-100	-0.1401505	-100	-0.41962448	-100	-0.36408615	-100	-0.15762557	-100	-0.29153404	-100	-0.53863984	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19965641	-100	-0.1453547	-100	-0.22548977	-100	-0.22975904	-100	-0.1658379	-100	-0.14426403	-100	-0.26920342	-100	-0.15991056	-100	-0.4073086	-100	-0.19846241	-100	-0.18955538	-100	-0.16449744	-100	-0.39996266	-100	-0.606625	-100	-0.1693802	-100	-0.18652327	-100	-0.48639104	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.16903508	-100	-0.4607136	-100	-0.28686902	-100	-0.28247145	-100	-0.26680186	-100	-0.38321006	-100	-0.2591122	-100	-0.15620536	-100	-0.2749468	-100	-0.44465	-100	-0.25162444	-100	-0.18599239	-100	-0.38286823	-100	-0.4343622	-100	-0.13142735	-100	-0.2218001	-100	-0.39174426	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.21303032	-100	-0.25379896	-100	-0.28834596	-100	-0.17993459	-100	-0.29644454	-100	-0.31437132	-100	-0.2245435	-100	-0.20830527	-100	-0.3437531	-100	-0.15652427	-100	-0.24051149	-100	-0.17719375	-100	-0.15073195	-100	-0.18208025	-100	-0.19962448	-100	-0.30226493	-100	-0.23399255	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.20692633	-100	-0.18465057	-100	-0.28795472	-100	-0.31345397	-100	-0.26920223	-100	-0.17847715	-100	-0.38823497	-100	-0.14613116	-100	-0.37575594	-100	-0.19444032	-100	-0.33733413	-100	-0.13705878	-100	-0.41750827	-100	-0.22292538	-100	-0.15607011	-100	-0.50095224	-100	-0.2238937	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.37267905	-100	-0.12286076	-100	-0.46698895	-100	-0.15018724	-100	-0.15409693	-100	-0.171206	-100	-0.233433	-100	-0.20653583	-100	-0.2886822	-100	-0.1881874	-100	-0.18000731	-100	-0.1594724	-100	-0.1395232	-100	-0.107427165	-100	-0.16747826	-100	-0.19258466	-100	-0.2916201	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20069441	-100	-0.12605146	-100	-0.3376072	-100	-0.2044473	-100	-0.19026038	-100	-0.19649707	-100	-0.13985349	-100	-0.22210336	-100	-0.19844048	-100	-0.19396354	-100	-0.2629467	-100	-0.1332066	-100	-0.21495573	-100	-0.17476608	-100	-0.12263764	-100	-0.3206767	-100	-0.25655103	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.25995365	-100	-0.19192252	-100	-0.25596604	-100	-0.36622447	-100	-0.17634068	-100	-0.18958198	-100	-0.14615357	-100	-0.2063999	-100	-0.583324	-100	-0.19233884	-100	-0.15148887	-100	-0.123358734	-100	-0.22543563	-100	-0.10701738	-100	-0.16260679	-100	-0.3344148	-100	-0.3238472	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.41727084	-100	-100	-0.8471867	-100	-0.6692891	-100	-0.24468175	-100	-0.26682383	-0.5690627	-100	-100	-0.822214	-0.5793633	-100	-0.16595969	-100	-0.7264699	-100	-100	-0.24787076	-100	-0.4099854	-100	-0.38966185	-100	-0.15457739	-0.35699025	-100	-100	-0.6214774	-100	-0.5589377
