eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.10719917	-100	-100.0	-0.89978355	-0.2671378	-100.0	-0.29769936	-100	-100.0	-0.41448882	-100.0	-0.64301515	-0.18946224	-100	-0.25169992	-100	-0.45792356	-100	-0.14810222	-100.0	-0.5270209	-100.0	-0.22497968	-100	-0.14949796	-100	-0.29023618	-100	-0.2937852	-100.0	-0.2181787	-100	-0.898867	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.18645158	-100	-0.32030347	-100.0	-0.09759037	-100.0	-0.2600603	-100	-0.22926107	-100.0	-0.45771873	-100.0	-0.10943699	-100	-0.6712139	-100	-0.69163567	-100	-0.2026798	-100.0	-0.35105515	-100.0	-0.14856826	-100	-0.08194165	-100	-0.29856896	-100	-0.10461428	-100.0	-0.43819165	-100	-0.35681877	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.20599592	-100	-0.17876321	-100.0	-0.17691797	-100.0	-0.20044361	-100	-0.15467063	-100.0	-0.15438923	-100.0	-0.13034934	-100	-0.20826359	-100	-0.24801901	-100	-0.13556439	-100.0	-0.2637219	-100.0	-0.1590784	-100	-0.35446522	-100	-0.19056764	-100	-0.13224548	-100.0	-0.14899418	-100	-0.27278852	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.12527812	-100	-0.21106379	-100.0	-0.23289852	-100.0	-0.13577703	-100	-0.27793568	-100.0	-0.19472574	-100.0	-0.11103027	-100	-0.19655062	-100	-0.35156345	-100	-0.17611	-100.0	-0.22674781	-100.0	-0.08656186	-100	-0.12075186	-100	-0.22186597	-100	-0.14124757	-100.0	-0.12328119	-100	-0.15671618	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16227134	-100	-0.23063947	-100.0	-0.15810668	-100.0	-0.20740688	-100	-0.13651183	-100.0	-0.23195213	-100.0	-0.13543777	-100	-0.16691345	-100	-0.2121673	-100	-0.19891147	-100.0	-0.6941519	-100.0	-0.14599209	-100	-0.69219995	-100	-0.21888597	-100	-0.12705268	-100.0	-0.14535546	-100	-0.3146073	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.1329553	-100	-0.34288332	-100.0	-0.12354722	-100.0	-0.2711865	-100	-0.19593886	-100.0	-0.16469742	-100.0	-0.16570394	-100	-0.18844134	-100	-0.35728553	-100	-0.17498359	-100.0	-0.4077257	-100.0	-0.17717853	-100	-0.23165822	-100	-0.20723821	-100	-0.13724193	-100.0	-0.1308853	-100	-0.13179372	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.21591319	-100	-0.38634554	-100.0	-0.17512839	-100.0	-0.25056887	-100	-0.25442216	-100.0	-0.21728352	-100.0	-0.13289553	-100	-0.10424752	-100	-0.34945723	-100	-0.3131483	-100.0	-100.0	-0.8118604	-0.20526819	-100	-0.12724242	-100	-0.13616161	-100	-0.10356365	-100.0	-0.33795705	-100	-0.23215006	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.16245167	-100	-0.35139814	-100.0	-0.32027924	-100.0	-0.14905728	-100	-0.2238799	-100.0	-0.51133454	-100.0	-0.18063104	-100	-0.2330208	-100	-0.22600856	-100	-0.1786179	-100.0	-0.3214158	-100.0	-0.18296464	-100	-0.22223414	-100	-0.38548538	-100	-0.22291474	-100.0	-0.22962193	-100	-0.28234038	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.42047885	-100	-0.14819635	-100.0	-0.29789928	-100.0	-0.2283858	-100	-0.25883016	-100.0	-0.2502067	-100.0	-0.2747148	-100	-0.4250542	-100	-0.275405	-100	-0.2682357	-100.0	-0.32437727	-100.0	-0.23122178	-100	-0.23901513	-100	-0.36214745	-100	-0.20223175	-100.0	-0.12143042	-100	-0.4588332	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.12206621	-100	-0.5026019	-100.0	-0.27479583	-100.0	-0.57131165	-100	-0.78151214	-100.0	-0.32221848	-100.0	-0.18345165	-100	-0.22138293	-100	-0.21321651	-100	-0.12882972	-100.0	-0.40766132	-100.0	-0.40539575	-100	-0.19500229	-100	-0.70967907	-100	-100.0	-0.84026575	-0.18858196	-100	-0.23425129	-100.0
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.15915395	-100	-0.25391746	-100.0	-0.15908666	-100.0	-0.38965422	-100	-0.15605207	-100.0	-0.5137864	-100.0	-0.26040673	-100	-0.22779214	-100	-0.22933567	-100	-0.2991208	-100.0	-0.24188356	-100.0	-0.20156378	-100	-0.22381258	-100	-0.5065673	-100	-0.14396393	-100.0	-0.20523341	-100	-0.15752962	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.15403123	-100	-0.34479207	-100.0	-0.14725186	-100.0	-0.22588073	-100	-0.2521502	-100.0	-0.117709965	-100.0	-0.14894673	-100	-0.4200945	-100	-0.1386273	-100	-0.23715465	-100.0	-0.25098133	-100.0	-0.1304131	-100	-0.31830359	-100	-0.13719837	-100	-0.13165745	-100.0	-0.12661421	-100	-0.18195249	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.27523223	-100	-0.32225212	-100.0	-0.3269096	-100.0	-0.18925472	-100	-0.23560412	-100.0	-0.87288165	-100.0	-0.2122337	-100	-0.2976829	-100	-0.16917765	-100	-0.25131255	-100.0	-0.7252872	-100.0	-0.49176034	-100	-0.29723236	-100	-0.36981267	-100	-0.15979446	-100.0	-0.24613822	-100	-0.6746948	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.13867503	-100	-0.4834659	-100.0	-100.0	-0.6025511	-0.1636232	-100	-0.31745362	-100.0	-0.22997633	-100.0	-0.08097122	-100	-0.11090926	-100	-0.19061248	-100	-0.18153158	-100.0	-0.3096218	-100.0	-0.26612288	-100	-0.5897116	-100	-0.2772424	-100	-0.078899726	-100.0	-0.16047737	-100	-0.13838051	-100.0
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.07192315	-100	-0.23665848	-100.0	-0.14259973	-100.0	-0.18949509	-100	-0.24944274	-100.0	-0.28559074	-100.0	-0.11328009	-100	-0.19655599	-100	-0.19338219	-100	-0.14674176	-100.0	-0.29217598	-100.0	-0.14241381	-100	-0.20696905	-100	-0.2773955	-100	-0.08379615	-100.0	-0.13323331	-100	-0.18087922	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.09545981	-100	-0.16920859	-100.0	-0.12906875	-100.0	-0.14356107	-100	-0.24519597	-100.0	-0.42691883	-100.0	-0.12137752	-100	-0.20840894	-100	-0.13769233	-100	-0.14868271	-100.0	-0.3987203	-100.0	-0.17353916	-100	-0.3027494	-100	-0.19783846	-100	-0.12006374	-100.0	-0.14350809	-100	-0.20764439	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.14729522	-100	-0.18002486	-100.0	-0.19544078	-100.0	-0.1851258	-100	-0.17549445	-100.0	-0.17152329	-100.0	-0.18894932	-100	-0.15131411	-100	-0.1931714	-100	-0.109908365	-100.0	-0.17370182	-100.0	-0.12648088	-100	-0.29673898	-100	-0.24309568	-100	-0.12051367	-100.0	-0.11497702	-100	-0.20308895	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.14717112	-100	-0.3225383	-100.0	-0.48699933	-100.0	-0.17584005	-100	-0.16809586	-100.0	-0.38552535	-100.0	-0.16130918	-100	-0.328304	-100	-0.28323016	-100	-0.17956404	-100.0	-0.37599632	-100.0	-0.19681117	-100	-0.14274141	-100	-0.28055173	-100	-0.2146008	-100.0	-0.25163072	-100	-0.15666641	-100.0
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.32380384	-100	-0.2854614	-100.0	-0.46892452	-100.0	-0.27544254	-100	-0.3962091	-100.0	-0.21926834	-100.0	-0.13407531	-100	-0.3620696	-100	-0.437114	-100	-0.1579124	-100.0	-0.14273928	-100.0	-0.2008335	-100	-0.20879531	-100	-0.21247724	-100	-0.13559969	-100.0	-0.26053837	-100	-0.2498082	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.3636559	-100	-0.42298388	-100.0	-0.33841395	-100.0	-0.37837428	-100	-0.31173354	-100.0	-0.5821983	-100.0	-0.66055244	-100	-0.708732	-100	-0.5506061	-100	-100.0	-0.8102795	-0.36966264	-100.0	-0.49748406	-100	-0.42767248	-100	-0.2673638	-100	-0.19715609	-100.0	-0.3649734	-100	-100.0	-0.790549
