prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-0.009843556	-0.1413934	-100	-100	-0.00803179	-0.16743127	-100	-0.049712658	-100	-0.2964496	-100	-100	-0.033677977	-100	-0.2235741	-100	-0.06268118	-100	-0.029517524	-0.062933095	-100	-0.041617893	-100	-100	-0.029873647	-0.1035573	-100	-0.03859172	-100	-100	-0.06685027	-100	-0.45720038
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.10441808	-100	-0.028884612	-100	-0.24832472	-100	-0.02747147	-100	-0.18390688	-100	-100	-0.044862773	-0.026261738	-100	-0.09756475	-100	-0.07421562	-100	-0.07589793	-100	-100	-0.033610906	-0.1170049	-100	-100	-0.12700355	-0.634563	-100	-0.055800833	-100	-0.24038741	-100	-0.03611925	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.14332986	-100	-100	-0.11235483	-0.1451808	-100	-0.1696248	-100	-100	-0.53787804	-0.07264831	-100	-0.048297286	-100	-0.1132887	-100	-0.0985154	-100	-0.13285679	-100	-0.09228544	-100	-0.21386936	-100	-0.15486586	-100	-0.063080624	-100	-0.15780087	-100	-0.4766601	-100	-0.21501036	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.049903177	-100	-0.04216579	-100	-0.15455346	-100	-0.065319784	-100	-0.15617533	-100	-0.06821282	-100	-0.029551782	-100	-0.21992843	-100	-0.24866074	-100	-0.1069673	-100	-0.04815892	-100	-0.29796118	-100	-0.014187276	-100	-100	-0.11499715	-0.20737372	-100	-0.6017396	-100	-0.15418406	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.14599463	-100	-0.15061802	-100	-0.052780762	-100	-0.37100452	-100	-0.581006	-100	-0.32118765	-100	-0.020059796	-100	-0.81719136	-100	-0.048482526	-100	-0.11760463	-100	-0.11521937	-100	-0.15470053	-100	-0.037900776	-100	-100	-0.5727774	-0.02585105	-100	-0.14967503	-100	-0.14789605	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.08649888	-100	-0.15842265	-100	-0.051888637	-100	-0.3365311	-100	-0.08593499	-100	-0.08243584	-100	-0.031848785	-100	-0.06744029	-100	-0.049122415	-100	-0.18050317	-100	-0.15862714	-100	-0.058710597	-100	-0.35863143	-100	-0.09482084	-100	-0.033780128	-100	-0.06171679	-100	-0.22549596	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.5321686	-100	-0.13306709	-100	-0.28618968	-100	-0.09705008	-100	-0.46673483	-100	-0.08308901	-100	-0.070056014	-100	-100	-0.57452583	-100	-0.12947105	-0.27355692	-100	-0.05230841	-100	-0.25391123	-100	-100	-0.62440294	-0.83527726	-100	-0.20701723	-100	-0.29685408	-100	-0.33199403	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.095345385	-100	-0.064437985	-100	-100	-0.76304674	-0.16358192	-100	-0.06120053	-100	-0.106742986	-100	-0.04135906	-100	-0.088348314	-100	-0.04796139	-100	-0.022044485	-100	-0.22605003	-100	-0.07114354	-100	-100	-0.25867477	-0.09434722	-100	-0.11043474	-100	-0.07125977	-100	-0.119866095	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.42985365	-100	-0.2926103	-100	-0.29752344	-100	-0.28569266	-100	-0.2055923	-100	-0.12615727	-100	-0.103045754	-100	-0.19612107	-100	-0.10594714	-100	-0.421938	-100	-0.12448853	-100	-0.057076223	-100	-0.15894815	-100	-100	-0.24183854	-0.0832124	-100	-0.1684657	-100	-0.22053483	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.2608391	-100	-0.11761919	-100	-0.088619925	-100	-0.20535654	-100	-100	-0.18528238	-100	-0.37855104	-100	-0.15955603	-100	-0.17945091	-0.16144086	-100	-0.2723521	-100	-100	-0.05166435	-100	-0.24398719	-100	-0.045162175	-100	-0.22182088	-100	-0.04346578	-0.23902036	-100	-100	-0.11002885
