eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.44931546	-100.0	-0.38112792	-100.0	-0.3882653	-100.0	-0.41657043	-100.0	-100.0	-0.8752935	-0.35216033	-100.0	-0.3222146	-100.0	-100.0	-0.7762871	-0.80538017	-100	-0.278368	-100.0	-0.4504691	-100.0	-0.3784929	-100.0	-0.4239888	-100.0	-0.47467238	-100.0	-0.38433534	-100.0	-100.0	-0.42783976	-0.41191447	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.43530157	-100.0	-0.6460322	-100.0	-0.32949167	-100.0	-0.4573305	-100.0	-100.0	-0.9088187	-0.18220684	-100.0	-0.38371542	-100.0	-0.8646241	-100.0	-0.48808464	-100	-0.24032094	-100.0	-0.23552704	-100.0	-0.3134212	-100.0	-0.28756163	-100.0	-0.6581135	-100.0	-0.47077274	-100.0	-0.40430564	-100.0	-0.5904541	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.44291678	-100.0	-0.5249493	-100.0	-0.23872708	-100.0	-0.2435913	-100.0	-0.30389747	-100.0	-0.18353164	-100.0	-0.27944314	-100.0	-0.33816794	-100.0	-0.5690064	-100	-0.25029966	-100.0	-0.31152996	-100.0	-0.28737983	-100.0	-0.30239257	-100.0	-0.512342	-100.0	-0.2330439	-100.0	-0.52959466	-100.0	-0.22058827	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.27701554	-100.0	-0.35578224	-100.0	-0.36650315	-100.0	-0.2625602	-100.0	-0.37845564	-100.0	-0.16641591	-100.0	-0.34401715	-100.0	-0.22068064	-100.0	-0.47619805	-100	-0.30113283	-100.0	-0.35455912	-100.0	-0.25133026	-100.0	-0.47148362	-100.0	-0.31309766	-100.0	-0.22951283	-100.0	-0.36448127	-100.0	-0.29801112	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.28179595	-100.0	-0.36596024	-100.0	-0.2757269	-100.0	-0.5351344	-100.0	-0.27398556	-100.0	-0.23546383	-100.0	-0.25765446	-100.0	-0.23178235	-100.0	-0.36901128	-100	-0.23312518	-100.0	-0.26243156	-100.0	-0.3168276	-100.0	-0.33419758	-100.0	-0.3423346	-100.0	-0.23410025	-100.0	-0.22818226	-100.0	-0.42386577	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.56538445	-100.0	-0.53788453	-100.0	-0.3051858	-100.0	-0.6833756	-100.0	-0.57339174	-100.0	-0.30699	-100.0	-0.30390933	-100.0	-0.2827765	-100.0	-0.89840645	-100	-0.2600133	-100.0	-0.234915	-100.0	-0.20409483	-100.0	-0.44813243	-100.0	-0.2886153	-100.0	-0.26248765	-100.0	-0.3366667	-100.0	-0.39695433	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.57814264	-100.0	-0.27255625	-100.0	-0.2665067	-100.0	-0.3303515	-100.0	-0.22366767	-100.0	-0.1820227	-100.0	-0.28335834	-100.0	-0.2330229	-100.0	-0.38651466	-100	-0.2416017	-100.0	-0.23128031	-100.0	-0.25920781	-100.0	-0.1887915	-100.0	-0.19943112	-100.0	-0.16737898	-100.0	-0.24591091	-100.0	-0.3064949	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.42376631	-100.0	-0.29266515	-100.0	-0.35364908	-100.0	-0.3319127	-100.0	-0.37071544	-100.0	-0.25319278	-100.0	-0.21459793	-100.0	-0.36839673	-100.0	-0.2857618	-100	-0.26500154	-100.0	-0.30902767	-100.0	-0.29179943	-100.0	-0.17505887	-100.0	-0.31571174	-100.0	-0.22188665	-100.0	-0.43727744	-100.0	-0.36432913	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.3081801	-100.0	-0.16292502	-100.0	-0.6339801	-100.0	-0.23421513	-100.0	-0.23650527	-100.0	-0.18566188	-100.0	-0.30833462	-100.0	-0.17796883	-100.0	-0.28986472	-100	-0.19549969	-100.0	-0.29317302	-100.0	-0.18064126	-100.0	-0.16403852	-100.0	-0.18938494	-100.0	-0.16673063	-100.0	-0.34908795	-100.0	-0.17703551	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.761255	-100.0	-100.0	-0.45803863	-0.4872114	-100.0	-100.0	-0.44809297	-100.0	-0.29438713	-100.0	-0.31626576	-0.5011525	-100.0	-100.0	-0.78154075	-0.49778846	-100	-100.0	-0.7986389	-100.0	-0.5485936	-0.57863754	-100.0	-100.0	-0.5171732	-100.0	-0.25409687	-0.49006018	-100.0	-0.55434346	-100.0	-100.0	-0.68645155
