eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.6270412	-100	-0.92840475	-100.0	-0.25013188	-100	-0.42223096	-100.0	-0.5580057	-100.0	-0.22345231	-100.0	-0.14297888	-100.0	-0.6210414	-100	-0.6122945	-100	-0.2744231	-100.0	-0.48765752	-100.0	-0.47581545	-100	-0.6727364	-100.0	-0.37617943	-100.0	-0.20023137	-100.0	-0.7893833	-100.0	-0.65443045	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.20066409	-100	-0.49145705	-100.0	-0.3860136	-100	-0.35607657	-100.0	-0.31162757	-100.0	-0.16268876	-100.0	-0.17774282	-100.0	-0.36235383	-100	-0.32398102	-100	-0.49555936	-100.0	-0.7133502	-100.0	-0.28695717	-100	-0.6600826	-100.0	-0.82309425	-100.0	-0.1557079	-100.0	-0.38224694	-100.0	-0.95015866	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.25687417	-100	-0.5219511	-100.0	-0.28171125	-100	-0.36445534	-100.0	-0.31014577	-100.0	-0.43519166	-100.0	-0.1763955	-100.0	-0.37177876	-100	-0.43796214	-100	-0.22021364	-100.0	-0.43359542	-100.0	-0.2160411	-100	-0.2820428	-100.0	-0.39983153	-100.0	-0.16996495	-100.0	-0.31832704	-100.0	-0.39648318	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.24766856	-100	-0.3692222	-100.0	-0.5529413	-100	-0.2087669	-100.0	-0.55372334	-100.0	-0.3189359	-100.0	-0.124299474	-100.0	-0.2934476	-100	-0.29556522	-100	-0.450424	-100.0	-0.30698586	-100.0	-0.28178978	-100	-0.66462517	-100.0	-0.40236196	-100.0	-0.20682877	-100.0	-0.2870145	-100.0	-0.64033175	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20286748	-100	-0.46990114	-100.0	-0.55409056	-100	-0.27361208	-100.0	-0.20733275	-100.0	-0.24578035	-100.0	-0.20564078	-100.0	-0.27488834	-100	-0.21906078	-100	-0.17651106	-100.0	-0.5873721	-100.0	-0.21018606	-100	-0.19261183	-100.0	-0.20660126	-100.0	-0.16059789	-100.0	-0.25051206	-100.0	-0.24251264	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.30529448	-100	-0.24750198	-100.0	-0.49331874	-100	-0.25837386	-100.0	-0.26745957	-100.0	-0.18748318	-100.0	-0.15867813	-100.0	-0.35965413	-100	-0.23140989	-100	-0.16668536	-100.0	-0.21074855	-100.0	-0.19923767	-100	-0.3342566	-100.0	-0.2546724	-100.0	-0.35487083	-100.0	-0.25721088	-100.0	-0.6063281	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.19139344	-100	-0.2127745	-100.0	-0.25164	-100	-0.17829578	-100.0	-0.21372114	-100.0	-0.80377966	-100.0	-0.17343134	-100.0	-0.5316531	-100	-0.45410013	-100	-0.17307933	-100.0	-0.331326	-100.0	-0.15545315	-100	-0.20858617	-100.0	-0.2016957	-100.0	-0.25240427	-100.0	-0.2629029	-100.0	-0.23874289	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.779052	-100	-0.2457449	-100.0	-0.3599063	-100	-0.35869023	-100.0	-0.2244192	-100.0	-0.83415514	-100.0	-0.7292408	-100.0	-0.24925965	-100	-0.5376883	-100	-0.31465515	-100.0	-0.3861243	-100.0	-0.34154567	-100	-0.3623809	-100.0	-0.29476723	-100.0	-0.19447464	-100.0	-0.63684237	-100.0	-0.5407732	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.24730039	-100	-0.16780129	-100.0	-0.24520451	-100	-0.2402916	-100.0	-0.1900178	-100.0	-0.55656636	-100.0	-0.14455724	-100.0	-0.17885394	-100	-0.40830165	-100	-0.27322504	-100.0	-0.40336677	-100.0	-0.15382357	-100	-0.28862166	-100.0	-0.26826042	-100.0	-0.18607992	-100.0	-0.17610857	-100.0	-0.43930328	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.35081917	-100	-0.8383515	-100.0	-0.52134365	-100	-100.0	-0.1873819	-100.0	-0.9511674	-100.0	-0.19678004	-100.0	-0.731186	-0.42771596	-100	-0.42740527	-100	-0.54064006	-100.0	-100.0	-0.51346743	-0.81000555	-100	-0.89059585	-100.0	-100.0	-0.27044585	-100.0	-0.79150933	-0.4868842	-100.0	-100.0	-0.7306217
