prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-0.20048599	-100	-0.3250103	-0.085918814	-100	-100	-0.4725984	-0.5207733	-100	-100	-0.6219761	-0.046369217	-100	-100	-0.15123451	-100	-0.6950571	-100	-0.39039508	-100	-0.7142521	-0.11403035	-100	-100	-0.5647016	-100	-0.5037283	-0.40198535	-100	-100	-0.3901461	-100	-0.260315
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.27427095	-100	-0.3613311	-100	-0.36830494	-100	-0.25766894	-100	-100	-0.30909693	-0.56717724	-100	-0.32056165	-100	-0.25917917	-100	-0.50881433	-100	-0.32602692	-100	-0.5871044	-100	-0.10761984	-100	-0.2870103	-100	-100	-0.6936148	-0.26955113	-100	-0.11824799	-100	-0.45996907	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-0.48275387	-0.18245181	-100	-0.34314057	-100	-0.29043803	-100	-0.23321643	-100	-0.1558552	-100	-0.19821437	-100	-0.12967996	-100	-0.06807748	-100	-0.24658713	-100	-0.12324978	-100	-0.09250503	-100	-100	-0.54842246	-100	-0.53372616	-0.20736831	-100	-0.64960426	-100	-0.30014044	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.34696496	-100	-0.66026807	-100	-0.38206646	-100	-0.1818629	-100	-0.19832134	-100	-0.5881085	-100	-0.17429985	-100	-0.18923189	-100	-0.26897743	-100	-0.3143772	-100	-0.19561899	-100	-0.12705262	-100	-0.18649332	-100	-100	-0.49233145	-0.50434446	-100	-100	-1.0051675	-0.16553758	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.2422086	-100	-0.17889228	-100	-0.3227816	-100	-0.5201856	-100	-0.1874315	-100	-0.21731587	-100	-0.28176883	-100	-100	-0.3693875	-0.14878473	-100	-0.25264168	-100	-0.3228522	-100	-0.14661863	-100	-0.16185647	-100	-0.44351536	-100	-1.0982587	-100	-0.087074205	-100	-0.14815882	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.54651535	-100	-0.74844646	-100	-100	-0.48474008	-0.2324609	-100	-0.35853514	-100	-0.2647218	-100	-0.28701887	-100	-0.47401196	-100	-0.300512	-100	-0.47338718	-100	-0.30232468	-100	-0.5046304	-100	-0.39805636	-100	-1.1649612	-100	-0.2523402	-100	-0.5217533	-100	-100	-0.31031385
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.4027173	-100	-1.0452977	-100	-100	-0.6755142	-0.6583648	-100	-0.55571365	-100	-0.66339076	-100	-0.6080927	-100	-0.20777285	-100	-100	-0.78603655	-0.4766406	-100	-0.58118963	-100	-0.36784837	-100	-0.8187387	-100	-0.69156456	-100	-0.2524519	-100	-0.6482672	-100	-0.38185945	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.31729573	-100	-0.666907	-100	-0.30895242	-100	-0.49766052	-100	-0.5260031	-100	-0.31072244	-100	-0.23719901	-100	-100	-0.42384192	-0.19992924	-100	-0.5902051	-100	-0.40525854	-100	-0.18813878	-100	-0.3286695	-100	-100	-0.56993645	-0.23185277	-100	-0.70049363	-100	-0.2665751	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.6918198	-100	-100	-0.18555495	-0.81362104	-100	-0.4043252	-100	-0.41693562	-100	-0.45727232	-100	-0.4857791	-100	-100	-0.32924095	-0.8632434	-100	-0.52147466	-100	-0.46358094	-100	-0.39103958	-100	-0.6185341	-100	-100	-0.25117537	-0.39781812	-100	-0.45573393	-100	-0.66907156	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.6534153	-100	-0.3332508	-100	-0.40142903	-100	-0.63646406	-100	-0.23739721	-100	-0.32433653	-100	-0.24838509	-100	-0.1296248	-100	-0.5698044	-100	-0.42821783	-100	-0.22582082	-0.9049845	-100	-100	-0.25646392	-100	-0.42014086	-0.23225252	-100	-100	-0.18526286	-100	-0.49681577
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.44858038	-100	-0.538753	-100	-100	-0.49485832	-100	-0.5313353	-0.2211397	-100	-0.14749366	-100	-100	-0.86373323	-0.627376	-100	-0.4335522	-100	-100	-0.48838425	-0.18741323	-100	-0.10228974	-100	-100	-0.62123233	-100	-0.6298811	-0.64137435	-100	-0.18319435	-100	-0.262655	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.65330404	-100	-0.44018582	-100	-100	-0.7020049	-100	-0.62273675	-100	-0.35642222	-0.6691546	-100	-100	-0.55837345	-100	-0.3584423	-100	-0.6375533	-100	-0.32061872	-100	-0.46744075	-0.6765569	-100	-100	-0.3568275	-100	-0.4190894	-0.2764083	-100	-0.23584618	-100	-0.2845399	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.66687614	-100	-0.55798453	-0.2027706	-100	-0.2835846	-100	-100	-0.52250844	-100	-0.45402634	-1.0257671	-100	-100	-0.38051888	-0.3665961	-100	-100	-0.22438093	-100	-0.6837061	-0.20677064	-100	-100	-0.59161526	-100	-0.5682982	-100	-0.38192987	-0.2907437	-100	-100	-0.60765684
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.35805988	-100	-0.8067558	-100	-0.27854487	-100	-0.6915026	-100	-0.62293106	-100	-0.39450857	-100	-0.33843186	-0.5194208	-100	-100	-0.4514275	-100	-0.32191736	-0.69168967	-100	-0.40563527	-100	-100	-0.42913938	-100	-0.5970796	-100	-0.9492579	-100	-0.5492102	-100	-0.30414054
